,Delay,Power
777,1.44399e-09,8.01628e-06
778,4.41866e-10,2.19728e-06
779,5.87709e-10,1.29193e-05
780,9.99821e-10,1.18452e-05
781,2.32291e-09,7.20493e-06
782,1.74135e-09,1.02155e-05
783,8.37947e-10,2.88076e-06
784,1.08509e-08,1.04912e-05
785,7.18006e-10,1.88464e-05
786,4.03885e-10,8.37341e-06
787,5.86127e-10,1.15943e-05
788,7.63075e-10,2.33213e-05
789,6.02151e-10,6.97884e-06
790,4.12489e-09,1.28e-05
791,2.98177e-10,1.74646e-06
792,7.47268e-10,2.16178e-05
793,9.79555e-09,8.77144e-06
794,7.17717e-11,8.56747e-06
795,7.36853e-10,7.4804e-06
796,2.15278e-10,6.47153e-06
797,1.29726e-09,9.2186e-06
798,4.5899e-10,1.34527e-05
799,8.42824e-10,1.95981e-05
800,6.52592e-10,2.20627e-05
801,2.1325e-09,1.30731e-05
802,1.76274e-10,5.21863e-06
803,5.57757e-10,2.30652e-05
804,4.2529e-10,2.36526e-05
805,6.91797e-10,2.6592e-05
806,3.60509e-10,9.89958e-06
807,7.31978e-10,4.98257e-06
808,1.87154e-09,1.61434e-05
809,1.45543e-09,1.4893e-05
810,4.05077e-10,8.83403e-06
811,1.30838e-09,1.24167e-05
812,1.43725e-10,1.00608e-05
813,2.17971e-11,3.77212e-06
814,5.08494e-10,1.60506e-05
815,1.53829e-10,3.62681e-06
816,4.26343e-10,5.55874e-06
817,1.76446e-09,1.08275e-05
818,2.14187e-10,9.60179e-06
819,1.87167e-10,8.58521e-06
820,5.8479e-10,1.8239e-05
821,8.42342e-10,5.31947e-06
822,5.59548e-10,1.00526e-05
823,2.79868e-09,8.26808e-06
824,2.89297e-09,1.09956e-05
825,4.31857e-10,5.21808e-06
826,3.27307e-11,5.76749e-06
827,1.00855e-09,1.02712e-05
828,6.63181e-10,3.94517e-06
829,9.53939e-10,1.246e-05
830,8.80709e-10,7.76953e-06
831,1.25049e-09,1.69604e-05
832,3.75702e-11,7.30204e-06
833,2.44211e-10,1.60417e-05
834,5.12591e-10,1.13519e-05
835,2.74831e-10,6.41011e-06
836,2.10149e-09,1.69604e-05
837,6.07763e-10,2.66194e-06
838,5.33225e-11,6.8269e-06
839,7.41803e-11,4.28405e-06
840,2.98615e-10,1.04101e-05
841,7.61815e-10,9.1049e-06
842,1.77596e-09,1.62846e-05
843,3.46569e-10,1.50514e-05
844,4.49414e-10,6.76251e-06
845,1.27532e-09,1.6363e-05
846,1.84734e-09,1.69975e-05
847,1.09812e-09,1.94154e-06
848,7.29178e-10,9.31429e-06
849,2.01094e-10,2.68215e-06
850,1.38421e-09,8.49421e-06
851,7.44146e-10,1.07282e-05
852,1.56497e-10,2.77653e-06
853,9.14154e-11,7.24427e-06
854,9.4343e-10,9.92327e-06
855,3.07315e-10,6.26272e-06
856,1.14597e-09,9.51727e-06
857,3.47652e-11,2.30242e-06
858,3.60304e-10,9.05965e-06
859,2.01662e-10,6.98386e-06
860,1.69788e-09,1.35397e-05
861,1.8105e-09,3.91331e-06
862,5.13348e-10,1.78326e-05
863,1.32448e-10,7.87203e-06
864,5.37837e-09,5.21998e-06
865,2.00988e-09,1.24548e-05
866,5.96308e-10,1.8386e-05
867,5.47944e-09,9.55655e-06
868,2.82171e-10,1.86013e-05
869,5.3278e-10,6.65918e-06
870,9.96204e-09,1.57546e-05
871,6.1343e-10,1.76439e-05
872,3.02125e-10,9.41141e-06
873,9.79129e-10,1.15456e-05
874,4.53743e-10,5.79193e-06
875,6.59383e-09,5.25597e-06
876,7.04401e-10,1.15698e-05
877,9.72172e-10,1.13375e-05
878,1.01648e-09,1.09774e-06
879,8.684e-10,1.12547e-05
880,9.06535e-10,8.05454e-06
881,1.08803e-09,1.65535e-05
882,2.60232e-09,1.11661e-05
883,1.19894e-08,8.61784e-06
884,1.92696e-09,1.32568e-05
885,1.36852e-09,1.46073e-05
886,7.34936e-10,7.03646e-06
887,1.78396e-09,1.19052e-05
888,5.37283e-09,3.43198e-06
889,4.62973e-10,1.70694e-05
890,1.23449e-09,2.22376e-05
891,2.41835e-09,1.78261e-05
892,5.91031e-09,8.01e-06
893,1.07457e-09,5.50257e-06
894,1.59552e-09,6.1091e-06
895,8.70966e-10,1.30466e-05
896,6.47951e-10,1.12516e-06
897,5.62443e-10,4.85275e-06
898,1.51953e-09,1.51876e-05
899,3.94486e-10,1.54762e-05
900,2.70908e-09,5.90195e-06
901,3.14274e-09,1.0533e-05
902,2.32605e-10,4.82228e-06
903,3.95228e-10,3.20638e-06
904,2.35838e-09,1.47937e-05
905,3.43454e-09,1.41772e-05
906,1.0317e-09,2.07943e-05
907,1.74128e-09,1.35752e-05
908,7.44146e-10,1.02527e-05
909,1.25245e-09,4.84578e-06
910,1.23374e-09,1.72667e-05
911,4.16593e-11,8.58732e-06
912,9.87248e-10,1.04879e-05
913,9.12564e-10,1.77749e-05
914,3.37356e-10,8.9308e-06
915,5.62104e-09,6.24868e-06
916,1.44048e-09,1.19328e-05
917,4.95946e-09,8.44664e-06
918,5.79407e-10,4.86762e-06
919,1.54758e-09,1.10208e-05
920,4.24499e-10,1.17869e-05
921,1.22701e-10,4.72072e-06
922,8.38607e-10,9.31644e-06
923,1.6163e-10,3.07748e-06
924,3.81862e-09,5.52348e-06
925,7.18396e-10,2.30692e-05
926,2.7651e-10,1.23633e-05
927,3.74894e-10,1.2288e-05
928,1.07843e-09,9.59579e-06
929,8.08804e-10,1.71773e-05
930,1.73126e-09,1.34601e-05
931,4.21148e-10,6.39167e-06
932,5.73711e-10,1.29852e-05
933,1.21618e-09,9.16921e-06
934,9.72999e-10,1.07026e-05
935,4.36209e-10,3.77326e-06
936,2.39713e-09,6.97438e-06
937,3.0666e-09,1.42635e-05
938,5.31495e-10,2.14616e-05
939,2.80923e-09,4.47809e-06
940,1.6296e-10,2.34e-06
941,1.73084e-09,9.09547e-06
942,2.49641e-10,1.84916e-06
943,8.23947e-10,8.35856e-06
944,7.351e-10,1.08773e-05
945,4.75357e-09,7.51055e-06
946,6.97335e-10,1.88739e-05
947,4.6842e-10,7.06451e-06
948,4.79557e-11,4.28527e-06
949,2.60854e-10,3.79737e-06
950,2.1641e-09,1.70946e-05
951,8.54183e-10,4.53487e-06
952,1.45991e-09,5.12982e-06
953,3.13984e-09,9.94538e-06
954,1.53496e-09,1.17316e-05
955,8.99925e-10,1.00686e-05
956,8.83552e-10,8.75685e-06
957,2.8428e-10,9.24354e-06
958,3.77357e-09,7.55408e-06
959,1.19107e-10,3.98708e-06
960,2.29381e-10,4.2925e-06
961,8.15739e-10,2.67749e-06
962,1.25117e-09,2.69507e-06
963,2.90954e-09,1.76576e-05
964,1.26033e-09,6.272e-06
965,9.69395e-09,5.18918e-06
966,8.29057e-11,6.86069e-06
967,2.91162e-10,1.6731e-05
968,9.09285e-10,9.49715e-06
969,6.86711e-09,9.1048e-06
970,6.22342e-10,8.57879e-06
971,9.78376e-10,6.20744e-06
972,1.83415e-09,1.64448e-05
973,3.58565e-10,7.66602e-06
974,1.66715e-10,4.60437e-06
975,8.1571e-10,1.45502e-05
976,6.6928e-09,1.0579e-05
977,2.20389e-10,1.52863e-05
978,2.46414e-09,1.81345e-05
979,7.77582e-10,2.02536e-05
980,5.52243e-10,3.12471e-06
981,1.30159e-09,1.31557e-05
982,2.22421e-09,4.99826e-06
983,2.55362e-10,4.83471e-06
984,3.82163e-10,7.56052e-06
985,1.14024e-09,1.66501e-05
986,2.53577e-11,5.82613e-06
987,3.07038e-10,2.76761e-06
988,1.07679e-09,1.54148e-05
989,9.64785e-10,1.45476e-05
990,8.14955e-10,7.53265e-06
991,9.48218e-10,1.09155e-05
992,8.49173e-10,1.68152e-05
993,5.06443e-10,1.13572e-05
994,1.44117e-09,1.90045e-05
995,4.94261e-10,7.42422e-06
996,1.2495e-08,9.20054e-06
997,7.10958e-10,1.99233e-05
998,1.85827e-09,1.44134e-05
999,9.30635e-10,1.91163e-06
